VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2022,State,Vermont,NA,NA,19,NA,,2023,16,16,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Vermont,NA,NA,19,NA,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Addison,NA,NA,17,Same,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Bennington,NA,NA,22,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Caledonia,NA,NA,26,Higher,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Chittenden,NA,NA,15,Lower,,2022-2023,13,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Essex,NA,NA,26,Same,,2022-2023,27,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Franklin,NA,NA,22,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Grand Isle,NA,NA,16,Same,,2022-2023,16,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Lamoille,NA,NA,19,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Orange,NA,NA,19,Same,,2022-2023,15,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Orleans,NA,NA,24,Higher,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Rutland,NA,NA,19,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Washington,NA,NA,17,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Windham,NA,NA,22,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",County,Windsor,NA,NA,21,Same,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Barre,NA,NA,18,Same,,2022-2023,16,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Bennington,NA,NA,22,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Brattleboro,NA,NA,21,Same,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Burlington,NA,NA,13,Lower,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Middlebury,NA,NA,17,Same,,2022-2023,13,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Morrisville,NA,NA,21,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Newport,NA,NA,24,Higher,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Rutland,NA,NA,19,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,Springfield,NA,NA,20,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,St. Albans,NA,NA,22,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,St. Johnsbury,NA,NA,25,Higher,,2022-2023,23,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco","2017, 2020",District Office,White River Junction,NA,NA,18,Same,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Vermont,NA,NA,19,NA,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Addison,NA,NA,16,Same,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Bennington,NA,NA,21,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Caledonia,NA,NA,25,Higher,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Chittenden,NA,NA,14,Lower,,2022-2023,13,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Essex,NA,NA,25,Same,,2022-2023,27,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Franklin,NA,NA,22,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Grand Isle,NA,NA,21,Same,,2022-2023,16,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Lamoille,NA,NA,18,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Orange,NA,NA,20,Same,,2022-2023,15,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Orleans,NA,NA,25,Higher,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Rutland,NA,NA,22,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Washington,NA,NA,19,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Windham,NA,NA,19,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,County,Windsor,NA,NA,20,Same,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Barre,NA,NA,20,Same,,2022-2023,16,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Bennington,NA,NA,20,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Brattleboro,NA,NA,19,Same,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Burlington,NA,NA,13,Lower,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Middlebury,NA,NA,16,Same,,2022-2023,13,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Morrisville,NA,NA,19,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Newport,NA,NA,24,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Rutland,NA,NA,22,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,Springfield,NA,NA,21,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,St. Albans,NA,NA,22,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,St. Johnsbury,NA,NA,25,Higher,,2022-2023,23,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2020-2021,District Office,White River Junction,NA,NA,15,Same,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Vermont,NA,NA,19,NA,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Addison,NA,NA,15,Same,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Bennington,NA,NA,21,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Caledonia,NA,NA,23,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Chittenden,NA,NA,14,Lower,,2022-2023,13,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Essex,NA,NA,24,Same,,2022-2023,27,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Franklin,NA,NA,24,Higher,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Grand Isle,NA,NA,23,Same,,2022-2023,16,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Lamoille,NA,NA,18,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Orange,NA,NA,19,Same,,2022-2023,15,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Orleans,NA,NA,23,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Rutland,NA,NA,23,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Washington,NA,NA,21,Same,,2022-2023,18,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Windham,NA,NA,19,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,County,Windsor,NA,NA,19,Same,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Barre,NA,NA,20,Same,,2022-2023,16,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Bennington,NA,NA,20,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Brattleboro,NA,NA,19,Same,,2022-2023,17,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Burlington,NA,NA,14,Lower,,2022-2023,14,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Middlebury,NA,NA,15,Same,,2022-2023,13,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Morrisville,NA,NA,21,Same,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Newport,NA,NA,23,Same,,2022-2023,22,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Rutland,NA,NA,24,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,Springfield,NA,NA,21,Same,,2022-2023,20,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,St. Albans,NA,NA,24,Higher,,2022-2023,19,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,St. Johnsbury,NA,NA,23,Same,,2022-2023,23,17,,Overall,2025-09-08
TU01,"% of adults age 18 and older who currently use cigarettes, e-cigarettes, or smokeless tobacco",2021-2022,District Office,White River Junction,NA,NA,14,Lower,,2022-2023,14,17,,Overall,2025-09-08
NWS01,% of households with food insecurity,2019-2021,National,US,NA,NA,10,Higher,,2020-2022,11,,,Overall,2025-09-08
NWS01,% of households with food insecurity,2019-2021,State,Vermont,NA,NA,8,NA,,2020-2022,8,8,,Overall,2025-09-08
NWS01,% of households with food insecurity,2020-2022,National,US,NA,NA,11,Higher,,2020-2022,11,,,Overall,2025-09-08
NWS01,% of households with food insecurity,2020-2022,State,Vermont,NA,NA,8,NA,,2020-2022,8,8,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2020,State,Vermont,Race and Ethnicity,Overall,12,NA,,2023,13,13,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2020,State,Vermont,Race and Ethnicity,BIPOC,16,NA,n<10,2023,7,13,yes,BIPOC,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",11,NA,,2023,13,13,,"White, non-Hispanic",2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2020,State,Vermont,Sex,Overall,12,NA,,2023,13,13,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2020,State,Vermont,Sex,Male,21,NA,,2023,22,13,,Male,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2020,State,Vermont,Sex,Female,2,NA,n<10,2023,3,13,yes,Female,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2021,State,Vermont,Race and Ethnicity,Overall,13,NA,,2023,13,13,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2021,State,Vermont,Race and Ethnicity,BIPOC,0,NA,n<10,2023,7,13,yes,BIPOC,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2021,State,Vermont,Race and Ethnicity,"White, non-Hispanic",14,NA,,2023,13,13,,"White, non-Hispanic",2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2021,State,Vermont,Sex,Overall,13,NA,,2023,13,13,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2021,State,Vermont,Sex,Male,23,NA,,2023,22,13,,Male,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2021,State,Vermont,Sex,Female,2,NA,n<10,2023,3,13,yes,Female,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2022,State,Vermont,Race and Ethnicity,Overall,13,NA,,2023,13,13,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2022,State,Vermont,Race and Ethnicity,BIPOC,15,NA,n<10,2023,7,13,yes,BIPOC,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",12,NA,,2023,13,13,,"White, non-Hispanic",2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2022,State,Vermont,Sex,Overall,13,NA,,2023,13,13,,Overall,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2022,State,Vermont,Sex,Male,23,NA,,2023,22,13,,Male,2025-09-08
IVP13,"Rate of deaths related to firearms per 100,000 people",2022,State,Vermont,Sex,Female,2,NA,n<10,2023,3,13,yes,Female,2025-09-08
OA-IVP13,"Rate of deaths related to firearms per 100,000 adults age 65 and older",2020,State,Vermont,Race and Ethnicity,Overall,14,NA,,2023,16,16,,Overall,2025-09-08
